link_id,scenario,fiber_loss_db,splice_total_db,connector_total_db,total_loss_db,rx_power_dbm,margin_db,lpb_status,system_rise_time_ns,allowed_rise_time_ns,rtb_pass,top_contributor_1,top_contributor_2,top_contributor_3
link_00330,base,6.992000,1.507000,0.964000,10.463000,-2.463000,21.537000,PASS,0.749600,280.000000,true,fiber_loss_db,splice_total_db,splitter_loss_db
link_00331,base,11.853000,1.664000,2.400000,16.917000,-8.917000,15.083000,PASS,0.795100,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00332,base,1.260000,0.108000,1.388000,3.256000,4.744000,30.744000,PASS,0.442000,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_00333,base,9.240000,0.528000,0.720000,11.988000,-3.988000,11.012000,PASS,0.584800,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00334,base,10.770000,0.803000,1.764000,13.837000,-9.837000,15.163000,PASS,0.759000,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00335,base,9.748000,1.160000,3.344000,15.752000,-11.752000,13.248000,PASS,0.643700,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00336,base,11.240000,1.125000,1.936000,16.301000,-12.301000,11.699000,PASS,0.681000,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00337,base,3.156000,0.186000,0.626000,5.468000,-1.468000,24.532000,PASS,0.505200,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00338,base,5.136000,0.952000,2.664000,9.252000,-7.252000,17.748000,PASS,0.656800,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00339,base,8.012000,0.552000,0.798000,10.862000,-6.862000,19.138000,PASS,0.600300,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00340,base,11.452000,0.549000,0.698000,13.699000,-5.699000,19.301000,PASS,0.686300,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00341,base,13.440000,0.726000,3.784000,19.950000,-15.950000,8.050000,PASS,0.736000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00342,base,0.630000,0.145000,0.834000,2.109000,-0.109000,21.891000,PASS,0.421000,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_00343,base,13.240000,0.440000,1.848000,17.028000,-9.028000,15.972000,PASS,0.664800,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00344,base,5.544000,0.459000,1.596000,8.599000,-0.599000,24.401000,PASS,0.677200,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00345,base,14.396000,0.748000,2.560000,19.704000,-13.704000,9.296000,PASS,0.759900,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00346,base,3.332000,0.315000,0.988000,5.635000,2.365000,19.365000,PASS,0.566600,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00347,base,18.315000,1.536000,0.918000,21.769000,-13.769000,3.231000,PASS,0.766300,280.000000,true,fiber_loss_db,splice_total_db,splitter_loss_db
link_00348,base,4.110000,0.456000,1.224000,6.790000,1.210000,19.210000,PASS,0.605500,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00349,base,8.235000,0.882000,1.960000,11.577000,-5.577000,16.423000,PASS,0.674500,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00350,base,7.502000,1.500000,1.632000,12.134000,-4.134000,12.866000,PASS,0.775100,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00351,base,2.092000,0.288000,1.808000,6.188000,1.812000,18.812000,PASS,0.504600,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00352,base,3.255000,0.182000,0.896000,5.833000,2.167000,27.167000,PASS,0.465100,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00353,base,4.674000,0.924000,2.400000,9.998000,-1.998000,23.002000,PASS,0.633700,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00354,base,4.743000,0.250000,2.694000,9.187000,-1.187000,23.813000,PASS,0.558100,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00355,base,8.105000,0.320000,1.856000,11.281000,-9.281000,14.719000,PASS,0.562100,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00356,base,11.205000,1.464000,0.854000,14.023000,-6.023000,16.977000,PASS,0.773500,280.000000,true,fiber_loss_db,splice_total_db,connector_total_db
link_00357,base,10.146000,1.606000,0.718000,12.970000,-10.970000,4.030000,PASS,0.738200,280.000000,true,fiber_loss_db,splice_total_db,connector_total_db
link_00358,base,5.535000,0.360000,2.106000,10.001000,-2.001000,22.999000,PASS,0.584500,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00359,base,10.056000,1.176000,3.528000,15.760000,-11.760000,12.240000,PASS,0.651400,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00360,base,8.580000,0.639000,2.436000,12.655000,-6.655000,19.345000,PASS,0.686000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00361,base,10.680000,0.848000,3.216000,16.244000,-12.244000,14.756000,PASS,0.667000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00362,base,9.025000,0.390000,0.520000,10.935000,-8.935000,16.065000,PASS,0.580500,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00363,base,8.391000,1.125000,0.616000,12.132000,-8.132000,14.868000,PASS,0.679700,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_00364,base,13.996000,1.309000,0.956000,18.261000,-14.261000,2.739000,PASS,0.749900,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_00365,base,12.780000,0.700000,3.592000,18.572000,-12.572000,12.428000,PASS,0.719500,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00366,base,11.385000,0.476000,0.512000,13.373000,-9.373000,14.627000,PASS,0.627700,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00367,base,2.616000,0.126000,1.212000,5.954000,-3.954000,12.046000,PASS,0.465400,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00368,base,3.152000,0.198000,1.332000,6.182000,-2.182000,24.818000,PASS,0.478800,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00369,base,19.185000,0.708000,1.860000,23.253000,-21.253000,1.747000,PASS,0.783700,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00370,base,5.264000,0.380000,1.952000,9.096000,-1.096000,23.904000,PASS,0.531600,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00371,base,12.904000,0.520000,2.124000,17.548000,-15.548000,0.452000,PASS,0.722600,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00372,base,2.652000,0.268000,0.776000,4.696000,-0.696000,26.304000,PASS,0.532600,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00373,base,15.700000,1.150000,0.848000,18.698000,-10.698000,13.302000,PASS,0.714000,280.000000,true,fiber_loss_db,splice_total_db,splitter_loss_db
link_00374,base,5.848000,0.612000,2.202000,9.662000,-7.662000,17.338000,PASS,0.692400,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00375,base,6.996000,0.260000,0.720000,8.476000,-0.476000,14.524000,PASS,0.574900,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00376,base,9.700000,1.032000,2.292000,14.524000,-12.524000,14.476000,PASS,0.642500,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00377,base,5.589000,0.618000,1.696000,9.403000,-1.403000,20.597000,PASS,0.586300,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00378,base,1.494000,0.108000,2.888000,4.990000,1.010000,25.010000,PASS,0.474700,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_00379,base,9.132000,0.660000,1.540000,12.832000,-6.832000,16.168000,PASS,0.704400,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00380,base,3.556000,0.234000,1.374000,7.164000,-5.164000,12.836000,PASS,0.488900,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00381,base,3.114000,0.700000,2.076000,7.390000,-3.390000,19.610000,PASS,0.555700,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00382,base,6.810000,0.268000,1.644000,9.722000,-5.722000,19.278000,PASS,0.536200,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00383,base,10.540000,1.104000,2.672000,15.816000,-9.816000,16.184000,PASS,0.663500,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00384,base,1.842000,0.152000,0.836000,3.330000,-1.330000,24.670000,PASS,0.461400,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00385,base,10.400000,0.832000,3.168000,15.400000,-7.400000,18.600000,PASS,0.660000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00386,base,2.098000,0.270000,0.798000,4.166000,1.834000,24.834000,PASS,0.504900,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00387,base,3.665000,0.288000,0.532000,6.485000,-2.485000,22.515000,PASS,0.473300,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00388,base,4.820000,0.356000,3.712000,9.388000,-5.388000,18.612000,PASS,0.520500,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00389,base,7.155000,0.460000,2.256000,10.371000,-4.371000,21.629000,PASS,0.543100,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00390,base,6.520000,0.495000,3.728000,11.243000,-7.243000,8.757000,PASS,0.563000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00391,base,2.912000,0.142000,0.988000,4.542000,-0.542000,25.458000,PASS,0.472800,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00392,base,8.880000,0.490000,1.576000,12.946000,-6.946000,15.054000,PASS,0.577600,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00393,base,1.092000,0.056000,2.862000,6.010000,-2.010000,23.990000,PASS,0.436400,280.000000,true,connector_total_db,splitter_loss_db,fiber_loss_db
link_00394,base,7.026000,0.665000,3.680000,12.371000,-10.371000,16.629000,PASS,0.634200,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00395,base,5.283000,0.610000,2.862000,9.255000,-5.255000,18.745000,PASS,0.576100,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00396,base,8.325000,0.665000,0.506000,9.996000,-7.996000,16.004000,PASS,0.566500,280.000000,true,fiber_loss_db,splice_total_db,connector_total_db
link_00397,base,6.657000,0.980000,0.938000,10.575000,-8.575000,13.425000,PASS,0.621900,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_00398,base,8.035000,0.645000,2.440000,11.620000,-9.620000,7.380000,PASS,0.560700,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00399,base,5.835000,0.228000,0.826000,7.389000,-3.389000,19.611000,PASS,0.516700,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00400,base,2.592000,0.182000,0.492000,4.766000,-2.766000,14.234000,PASS,0.464800,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00401,base,6.711000,0.637000,2.032000,11.380000,-5.380000,18.620000,PASS,0.623700,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00402,base,2.730000,0.500000,3.480000,7.710000,-1.710000,15.290000,PASS,0.536500,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_00403,base,10.660000,1.022000,0.882000,13.564000,-7.564000,16.436000,PASS,0.613200,280.000000,true,fiber_loss_db,splice_total_db,splitter_loss_db
link_00404,base,7.443000,0.696000,0.834000,10.973000,-8.973000,14.027000,PASS,0.648100,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00405,base,10.900000,0.357000,1.548000,13.805000,-11.805000,11.195000,PASS,0.618000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00406,base,8.283000,0.531000,2.604000,12.918000,-6.918000,19.082000,PASS,0.676100,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00407,base,3.482000,0.525000,1.824000,7.331000,-3.331000,21.669000,PASS,0.574100,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00408,base,15.440000,0.816000,0.736000,18.492000,-10.492000,7.508000,PASS,0.786000,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_00409,base,3.225000,0.212000,1.708000,7.145000,-1.145000,22.855000,PASS,0.464500,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00410,base,14.428000,0.684000,1.612000,17.724000,-15.724000,2.276000,PASS,0.760700,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00411,base,5.301000,0.395000,3.216000,10.412000,-4.412000,18.588000,PASS,0.576700,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00412,base,11.217000,1.668000,1.530000,15.415000,-7.415000,17.585000,PASS,0.773900,280.000000,true,fiber_loss_db,splice_total_db,connector_total_db
link_00413,base,2.877000,0.210000,1.804000,6.391000,-2.391000,23.609000,PASS,0.495900,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00414,base,1.210000,0.270000,2.316000,5.796000,-3.796000,14.204000,PASS,0.460500,280.000000,true,connector_total_db,splitter_loss_db,fiber_loss_db
link_00415,base,14.192000,0.990000,0.864000,18.046000,-12.046000,4.954000,PASS,0.754800,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_00416,base,11.275000,1.036000,2.360000,15.171000,-9.171000,7.829000,PASS,0.625500,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00417,base,4.004000,0.207000,1.626000,7.837000,-5.837000,19.163000,PASS,0.500100,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00418,base,4.512000,0.460000,1.860000,8.832000,-4.832000,10.168000,PASS,0.550400,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00419,base,3.536000,0.260000,3.656000,8.452000,-4.452000,21.548000,PASS,0.488400,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_00420,base,11.535000,1.104000,1.996000,16.135000,-12.135000,5.865000,PASS,0.784500,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00421,base,4.020000,0.224000,2.058000,6.802000,-4.802000,13.198000,PASS,0.534000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00422,base,5.888000,0.208000,0.610000,7.706000,-1.706000,23.294000,PASS,0.547200,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00423,base,10.676000,0.936000,3.456000,17.068000,-13.068000,11.932000,PASS,0.666900,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00424,base,4.944000,0.570000,1.962000,9.476000,-3.476000,13.524000,PASS,0.564800,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00425,base,1.884000,0.082000,2.478000,6.444000,-2.444000,23.556000,PASS,0.447100,280.000000,true,connector_total_db,splitter_loss_db,fiber_loss_db
link_00426,base,5.673000,0.408000,0.476000,7.557000,-1.557000,13.443000,PASS,0.589100,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00427,base,18.870000,0.720000,0.962000,22.552000,-20.552000,4.448000,PASS,0.777400,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00428,base,1.200000,0.112000,0.792000,4.104000,3.896000,28.896000,PASS,0.430000,280.000000,true,splitter_loss_db,fiber_loss_db,connector_total_db
link_00429,base,3.420000,0.309000,0.836000,6.065000,-0.065000,16.935000,PASS,0.514000,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00430,base,7.180000,0.256000,1.508000,10.944000,-2.944000,13.056000,PASS,0.543600,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00431,base,13.080000,0.832000,0.666000,16.078000,-8.078000,16.922000,PASS,0.661600,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_00432,base,3.168000,0.158000,0.812000,6.138000,-4.138000,19.862000,PASS,0.479200,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00433,base,6.039000,0.780000,1.542000,10.361000,-8.361000,7.639000,PASS,0.601300,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00434,base,3.280000,0.116000,1.420000,6.316000,1.684000,18.684000,PASS,0.482000,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00435,base,6.046000,0.680000,1.398000,10.124000,-4.124000,12.876000,PASS,0.702300,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00436,base,2.468000,0.260000,0.512000,3.740000,4.260000,28.260000,PASS,0.523400,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00437,base,1.350000,0.130000,2.120000,5.600000,2.400000,26.400000,PASS,0.467500,280.000000,true,connector_total_db,splitter_loss_db,fiber_loss_db
link_00438,base,12.952000,0.580000,0.868000,16.400000,-10.400000,7.600000,PASS,0.723800,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00439,base,3.974000,0.372000,1.260000,7.606000,-3.606000,20.394000,PASS,0.598700,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00440,base,11.937000,1.261000,2.886000,17.084000,-13.084000,4.916000,PASS,0.797900,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00441,base,1.440000,0.070000,0.918000,3.428000,-1.428000,22.572000,PASS,0.436000,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00442,base,3.291000,0.387000,0.638000,5.316000,2.684000,29.684000,PASS,0.509700,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00443,base,0.720000,0.075000,1.816000,4.111000,3.889000,27.889000,PASS,0.436000,280.000000,true,connector_total_db,splitter_loss_db,fiber_loss_db
link_00444,base,11.964000,1.560000,0.476000,15.000000,-13.000000,10.000000,PASS,0.798800,280.000000,true,fiber_loss_db,splice_total_db,splitter_loss_db
link_00445,base,4.644000,0.833000,2.502000,9.479000,-3.479000,13.521000,PASS,0.632200,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00446,base,6.132000,0.642000,1.782000,10.556000,-2.556000,21.444000,PASS,0.604400,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00447,base,16.795000,0.880000,2.172000,21.847000,-17.847000,6.153000,PASS,0.735900,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00448,base,10.496000,1.024000,1.184000,13.204000,-5.204000,20.796000,PASS,0.662400,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00449,base,6.744000,0.777000,1.938000,10.959000,-2.959000,20.041000,PASS,0.624800,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00450,base,6.564000,0.959000,0.928000,9.451000,-7.451000,16.549000,PASS,0.618800,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_00451,base,4.740000,0.609000,0.408000,6.757000,1.243000,17.243000,PASS,0.637000,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_00452,base,14.912000,1.272000,3.576000,20.260000,-18.260000,-0.260000,FAIL,0.772800,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00453,base,2.420000,0.576000,0.460000,4.456000,-2.456000,20.544000,PASS,0.521000,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_00454,base,1.840000,0.381000,2.412000,6.633000,-2.633000,20.367000,PASS,0.492000,280.000000,true,connector_total_db,splitter_loss_db,fiber_loss_db
link_00455,base,2.502000,0.206000,3.840000,8.048000,-4.048000,11.952000,PASS,0.483400,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_00456,base,15.952000,1.443000,1.252000,20.147000,-14.147000,0.853000,PASS,0.798800,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_00457,base,7.676000,0.660000,1.992000,11.828000,-3.828000,21.172000,PASS,0.591900,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00458,base,15.764000,1.846000,0.912000,20.522000,-16.522000,10.478000,PASS,0.794100,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_00459,base,2.904000,0.262000,0.742000,4.908000,1.092000,26.092000,PASS,0.472600,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00460,base,5.900000,0.990000,1.266000,10.156000,-2.156000,20.844000,PASS,0.695000,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00461,base,2.065000,0.143000,0.922000,4.130000,1.870000,25.870000,PASS,0.441300,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00462,base,13.712000,1.122000,2.172000,18.006000,-16.006000,1.994000,PASS,0.742800,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00463,base,14.260000,1.125000,0.534000,17.419000,-13.419000,8.581000,PASS,0.685200,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_00464,base,1.524000,0.210000,1.356000,5.090000,0.910000,22.910000,PASS,0.476200,280.000000,true,splitter_loss_db,fiber_loss_db,connector_total_db
link_00465,base,3.475000,0.180000,1.472000,6.127000,-2.127000,14.873000,PASS,0.469500,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00466,base,2.424000,0.468000,2.480000,6.372000,1.628000,28.628000,PASS,0.521200,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_00467,base,9.828000,0.896000,3.096000,15.820000,-13.820000,12.180000,PASS,0.645700,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00468,base,6.618000,0.671000,0.546000,8.835000,-4.835000,21.165000,PASS,0.730900,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_00469,base,13.268000,1.045000,0.600000,15.913000,-13.913000,13.087000,PASS,0.731700,280.000000,true,fiber_loss_db,splice_total_db,splitter_loss_db
link_00470,base,4.376000,0.616000,0.554000,6.046000,-0.046000,16.954000,PASS,0.618800,280.000000,true,fiber_loss_db,splice_total_db,connector_total_db
link_00471,base,6.398000,0.570000,2.394000,10.862000,-4.862000,17.138000,PASS,0.719900,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00472,base,0.544000,0.140000,3.680000,4.864000,3.136000,26.136000,PASS,0.427200,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_00473,base,6.306000,0.994000,1.800000,11.100000,-3.100000,21.900000,PASS,0.610200,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00474,base,0.810000,0.150000,2.664000,5.124000,0.876000,25.876000,PASS,0.427000,280.000000,true,connector_total_db,splitter_loss_db,fiber_loss_db
link_00475,base,10.752000,0.924000,3.176000,15.352000,-13.352000,12.648000,PASS,0.758400,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00476,base,6.537000,0.651000,2.838000,11.526000,-7.526000,9.474000,PASS,0.617900,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00477,base,2.804000,0.238000,1.316000,5.358000,-1.358000,23.642000,PASS,0.470100,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00478,base,4.692000,0.476000,1.672000,8.340000,-4.340000,22.660000,PASS,0.634600,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00479,base,7.092000,0.325000,0.928000,9.345000,-1.345000,22.655000,PASS,0.577300,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00480,base,11.841000,1.547000,1.344000,16.732000,-10.732000,14.268000,PASS,0.794700,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_00481,base,17.075000,1.089000,0.996000,20.160000,-12.160000,13.840000,PASS,0.741500,280.000000,true,fiber_loss_db,splice_total_db,splitter_loss_db
link_00482,base,9.315000,1.240000,1.708000,12.763000,-10.763000,13.237000,PASS,0.710500,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00483,base,19.140000,1.668000,2.568000,23.876000,-15.876000,0.124000,PASS,0.782800,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00484,base,6.664000,1.045000,0.926000,9.635000,-3.635000,14.365000,PASS,0.733200,280.000000,true,fiber_loss_db,splice_total_db,splitter_loss_db
link_00485,base,5.109000,0.395000,3.720000,10.724000,-8.724000,9.276000,PASS,0.570300,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00486,base,9.025000,0.354000,0.508000,10.887000,-8.887000,14.113000,PASS,0.580500,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00487,base,4.287000,0.552000,0.550000,6.389000,-4.389000,18.611000,PASS,0.542900,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_00488,base,1.338000,0.204000,3.344000,5.886000,-3.886000,12.114000,PASS,0.466900,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_00489,base,4.938000,0.685000,1.724000,7.847000,-3.847000,22.153000,PASS,0.564600,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00490,base,2.752000,0.560000,0.804000,5.616000,2.384000,28.384000,PASS,0.537600,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00491,base,6.273000,0.432000,2.688000,11.393000,-3.393000,18.607000,PASS,0.609100,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00492,base,4.960000,0.544000,0.792000,6.796000,-2.796000,23.204000,PASS,0.648000,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00493,base,0.646000,0.061000,0.992000,3.199000,2.801000,29.801000,PASS,0.432300,280.000000,true,splitter_loss_db,connector_total_db,fiber_loss_db
link_00494,base,5.656000,0.531000,1.782000,9.969000,-5.969000,10.031000,PASS,0.682800,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00495,base,9.246000,0.620000,1.794000,13.660000,-11.660000,12.340000,PASS,0.708200,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00496,base,14.220000,1.098000,1.968000,18.786000,-16.786000,8.214000,PASS,0.684400,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00497,base,11.930000,0.693000,1.860000,15.483000,-9.483000,13.517000,PASS,0.638600,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00498,base,19.605000,1.469000,0.842000,22.916000,-20.916000,4.084000,PASS,0.792100,280.000000,true,fiber_loss_db,splice_total_db,splitter_loss_db
link_00499,base,15.984000,1.378000,0.812000,19.174000,-11.174000,11.826000,PASS,0.799600,280.000000,true,fiber_loss_db,splice_total_db,splitter_loss_db
link_00500,base,4.668000,0.381000,0.812000,7.361000,-5.361000,19.639000,PASS,0.516700,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00501,base,9.448000,0.931000,3.800000,14.679000,-12.679000,12.321000,PASS,0.636200,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00502,base,10.150000,0.858000,0.902000,13.410000,-5.410000,18.590000,PASS,0.603000,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_00503,base,11.108000,0.513000,1.136000,13.257000,-11.257000,12.743000,PASS,0.677700,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_00504,base,3.252000,0.680000,2.472000,7.904000,-3.904000,13.096000,PASS,0.562600,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_00505,base,4.928000,0.380000,1.590000,8.398000,-6.398000,10.602000,PASS,0.523200,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
